"","age","marital","education","occupation","default","housing","contact","quarter","day","duration","campaign","pdays","previous","poutcome","y"
"16962",43,"married",1,1,"no","no","cellular",1,4,362,1,999,0,"nonexistent","no"
"16963",33,"single",0,1,"no","no","cellular",1,4,89,2,999,0,"nonexistent","no"
"16964",28,"married",0,0,"no","no","cellular",1,4,196,2,999,0,"nonexistent","no"
"16965",35,"single",2,1,"no","no","cellular",1,4,346,2,999,0,"nonexistent","no"
"16966",32,"married",0,0,"no","no","cellular",1,4,79,3,999,0,"nonexistent","no"
"16967",48,"married",0,2,"no","no","cellular",1,4,1850,1,999,0,"nonexistent","yes"
"16968",46,"married",1,0,"unknown","no","cellular",1,4,134,1,999,0,"nonexistent","no"
"16969",50,"married",0,1,"no","yes","cellular",1,4,217,9,999,0,"nonexistent","no"
"16970",28,"married",1,1,"no","yes","cellular",1,4,119,3,999,0,"nonexistent","no"
"16971",30,"married",0,0,"no","yes","cellular",1,4,347,5,999,0,"nonexistent","no"
"16972",35,"single",2,1,"no","yes","cellular",1,4,559,2,999,0,"nonexistent","no"
"16973",51,"married",2,1,"unknown","yes","cellular",1,4,141,11,999,0,"nonexistent","no"
"16974",57,"married",0,0,"unknown","no","cellular",1,4,135,1,999,0,"nonexistent","no"
"16975",45,"married",NA,1,"unknown","yes","telephone",1,4,27,2,999,0,"nonexistent","no"
"16976",41,"married",1,0,"no","yes","cellular",1,4,126,6,999,0,"nonexistent","no"
"16977",27,"single",1,0,"no","no","telephone",1,4,101,14,999,0,"nonexistent","no"
"16978",45,"married",2,1,"unknown","yes","cellular",1,4,62,1,999,0,"nonexistent","no"
"16979",42,"divorced",1,0,"no","yes","cellular",1,4,464,1,999,0,"nonexistent","no"
"16980",57,"married",0,0,"no","yes","cellular",1,4,631,1,999,0,"nonexistent","no"
"16981",22,"married",0,0,"no","yes","cellular",1,4,203,1,999,0,"nonexistent","no"
"16982",59,"single",2,2,"unknown","yes","cellular",1,4,306,1,999,0,"nonexistent","no"
"16983",31,"married",0,0,"unknown","yes","cellular",1,4,318,1,999,0,"nonexistent","no"
"16984",43,"married",1,1,"no","yes","cellular",1,4,810,1,999,0,"nonexistent","no"
"16985",48,"married",1,1,"unknown","yes","cellular",1,4,273,6,999,0,"nonexistent","no"
"16986",59,"single",2,2,"unknown","yes","telephone",1,4,780,1,999,0,"nonexistent","no"
"16987",44,"married",2,1,"no","yes","cellular",1,4,844,5,999,0,"nonexistent","no"
"16988",44,"married",2,1,"no","yes","cellular",1,4,947,6,999,0,"nonexistent","no"
"16989",58,"married",0,0,"no","yes","cellular",1,4,328,1,999,0,"nonexistent","no"
"16990",22,"married",0,0,"no","yes","cellular",1,4,448,1,999,0,"nonexistent","no"
"16991",49,"married",1,1,"no","no","telephone",1,4,258,2,999,0,"nonexistent","no"
"16992",59,"married",2,1,"unknown","no","cellular",1,4,213,10,999,0,"nonexistent","no"
"16993",50,"married",2,1,"no","yes","cellular",1,4,161,2,999,0,"nonexistent","no"
"16994",59,"married",0,1,"no","yes","cellular",1,4,82,3,999,0,"nonexistent","no"
"16995",48,"married",NA,0,"no","no","cellular",1,4,730,2,999,0,"nonexistent","no"
"16996",58,"married",NA,0,"unknown","yes","cellular",1,4,180,4,999,0,"nonexistent","no"
"16997",50,"married",2,1,"unknown","unknown","cellular",1,4,367,2,999,0,"nonexistent","no"
"16998",51,"divorced",1,0,"no","yes","cellular",1,4,870,3,999,0,"nonexistent","no"
"16999",28,"married",0,0,"no","yes","cellular",1,4,1820,4,999,0,"nonexistent","no"
"17000",33,"single",0,1,"no","yes","cellular",1,4,144,3,999,0,"nonexistent","no"
"17001",43,"married",0,0,"unknown","yes","cellular",1,4,732,2,999,0,"nonexistent","no"
"17002",47,"divorced",1,1,"no","yes","cellular",1,4,303,3,999,0,"nonexistent","no"
"17003",30,"married",0,0,"no","yes","telephone",1,4,553,6,999,0,"nonexistent","no"
"17004",50,"married",1,1,"unknown","yes","cellular",1,4,90,6,999,0,"nonexistent","no"
"17005",38,"divorced",2,1,"no","yes","cellular",1,4,137,2,999,0,"nonexistent","no"
"17006",54,"married",2,1,"no","no","cellular",1,4,268,2,999,0,"nonexistent","no"
"17007",47,"divorced",1,1,"no","yes","cellular",1,4,828,2,999,0,"nonexistent","no"
"17008",35,"single",0,0,"no","yes","cellular",1,4,136,2,999,0,"nonexistent","no"
"17009",33,"married",2,1,"no","no","cellular",1,4,180,3,999,0,"nonexistent","no"
"17010",45,"married",0,0,"no","yes","cellular",1,4,367,2,999,0,"nonexistent","yes"
"17011",38,"single",2,1,"no","yes","cellular",1,4,513,3,999,0,"nonexistent","no"
"17012",48,"married",0,1,"no","yes","cellular",1,4,347,5,999,0,"nonexistent","no"
"17013",57,"married",2,2,"no","yes","cellular",1,4,1173,4,999,0,"nonexistent","no"
"17014",41,"single",1,1,"no","yes","telephone",1,4,153,2,999,0,"nonexistent","no"
"17015",57,"married",2,1,"no","yes","cellular",1,4,73,10,999,0,"nonexistent","no"
"17016",56,"married",NA,2,"no","no","telephone",1,4,626,5,999,0,"nonexistent","no"
"17017",35,"single",0,0,"no","yes","cellular",1,4,123,5,999,0,"nonexistent","no"
"17018",35,"married",2,1,"no","yes","cellular",1,4,77,3,999,0,"nonexistent","no"
"17019",28,"married",2,2,"no","yes","cellular",1,4,263,2,999,0,"nonexistent","no"
"17020",34,"divorced",2,1,"no","no","cellular",1,4,91,10,999,0,"nonexistent","no"
"17021",54,"single",1,2,"no","yes","cellular",1,4,577,3,999,0,"nonexistent","no"
"17022",47,"divorced",1,1,"no","no","cellular",1,4,417,5,999,0,"nonexistent","no"
"17023",47,"divorced",1,1,"no","no","telephone",1,4,393,3,999,0,"nonexistent","no"
"17024",55,"married",0,NA,"no","yes","cellular",1,4,633,7,999,0,"nonexistent","no"
"17025",53,"married",2,1,"no","no","cellular",1,4,568,3,999,0,"nonexistent","no"
"17026",25,"divorced",1,1,"no","yes","cellular",1,4,237,2,999,0,"nonexistent","no"
"17027",49,"married",0,0,"unknown","yes","cellular",1,4,180,19,999,0,"nonexistent","no"
"17028",34,"single",2,1,"no","no","cellular",1,4,257,2,999,0,"nonexistent","no"
"17029",50,"married",2,2,"unknown","no","cellular",1,4,144,3,999,0,"nonexistent","no"
"17030",52,"married",0,0,"unknown","yes","cellular",1,4,212,3,999,0,"nonexistent","no"
"17031",26,"single",2,1,"no","no","telephone",1,4,447,4,999,0,"nonexistent","no"
"17032",57,"married",2,1,"unknown","no","cellular",1,4,92,2,999,0,"nonexistent","no"
"17033",57,"married",2,1,"no","no","telephone",1,4,552,16,999,0,"nonexistent","no"
"17034",51,"divorced",1,0,"no","yes","cellular",1,4,241,2,999,0,"nonexistent","no"
"17035",59,"married",0,2,"unknown","yes","cellular",1,4,458,9,999,0,"nonexistent","yes"
"17036",37,"married",0,1,"no","yes","cellular",1,4,1602,6,999,0,"nonexistent","yes"
"17037",57,"married",0,0,"unknown","no","cellular",1,5,42,3,999,0,"nonexistent","no"
"17038",37,"married",0,1,"unknown","no","cellular",1,5,130,2,999,0,"nonexistent","no"
"17039",49,"married",2,1,"unknown","no","cellular",1,5,197,6,999,0,"nonexistent","no"
"17040",48,"single",1,1,"no","no","cellular",1,5,52,3,999,0,"nonexistent","no"
"17041",35,"single",1,1,"no","no","cellular",1,5,441,12,999,0,"nonexistent","no"
"17042",52,"married",NA,0,"unknown","yes","cellular",1,5,31,3,999,0,"nonexistent","no"
"17043",36,"single",1,1,"no","no","telephone",1,5,219,2,999,0,"nonexistent","no"
"17044",57,"married",0,0,"unknown","no","cellular",1,5,179,2,999,0,"nonexistent","no"
"17045",52,"married",0,0,"unknown","no","telephone",1,5,1492,2,999,0,"nonexistent","yes"
"17046",43,"married",0,1,"no","no","cellular",1,5,72,3,999,0,"nonexistent","no"
"17047",45,"divorced",NA,1,"unknown","no","cellular",1,5,64,2,999,0,"nonexistent","no"
"17048",43,"single",2,1,"no","no","cellular",1,5,210,2,999,0,"nonexistent","no"
"17049",60,"married",1,2,"unknown","no","telephone",1,5,133,7,999,0,"nonexistent","no"
"17050",49,"divorced",1,1,"no","no","cellular",1,5,203,2,999,0,"nonexistent","no"
"17051",41,"married",0,1,"unknown","no","cellular",1,5,823,3,999,0,"nonexistent","no"
"17052",52,"married",0,0,"unknown","no","cellular",1,5,682,10,999,0,"nonexistent","no"
"17053",42,"married",2,1,"no","yes","cellular",1,5,154,2,999,0,"nonexistent","no"
"17054",49,"married",2,1,"no","yes","telephone",1,5,150,2,999,0,"nonexistent","no"
"17055",46,"married",2,1,"no","yes","cellular",1,5,13,9,999,0,"nonexistent","no"
"17056",33,"single",1,1,"no","yes","cellular",1,5,1422,2,999,0,"nonexistent","yes"
"17057",52,"married",0,0,"unknown","no","cellular",1,5,114,12,999,0,"nonexistent","no"
"17058",31,"divorced",1,1,"no","no","cellular",1,5,186,2,999,0,"nonexistent","no"
"17059",32,"divorced",2,1,"no","yes","cellular",1,5,57,4,999,0,"nonexistent","no"
"17060",56,"divorced",2,1,"no","yes","telephone",1,5,159,4,999,0,"nonexistent","no"
"17061",32,"divorced",2,1,"no","no","cellular",1,5,123,16,999,0,"nonexistent","no"
"17062",28,"single",1,0,"no","no","cellular",1,5,102,2,999,0,"nonexistent","no"
"17063",56,"married",1,0,"no","yes","cellular",1,5,65,4,999,0,"nonexistent","no"
"17064",50,"married",2,1,"no","no","telephone",1,5,78,5,999,0,"nonexistent","no"
"17065",36,"married",1,0,"no","yes","cellular",1,5,303,3,999,0,"nonexistent","no"
"17066",47,"divorced",2,1,"no","no","cellular",1,5,43,7,999,0,"nonexistent","no"
"17067",49,"married",2,1,"no","no","cellular",1,5,44,2,999,0,"nonexistent","no"
"17068",32,"single",1,1,"no","yes","cellular",1,5,212,2,999,0,"nonexistent","no"
"17069",35,"single",2,1,"unknown","yes","cellular",1,5,111,2,999,0,"nonexistent","no"
"17070",56,"single",2,2,"unknown","yes","cellular",1,5,161,4,999,0,"nonexistent","no"
"17071",27,"married",2,1,"no","no","cellular",1,5,979,2,999,0,"nonexistent","yes"
"17072",42,"married",2,1,"no","no","cellular",1,5,591,3,999,0,"nonexistent","no"
"17073",54,"married",0,0,"unknown","yes","cellular",1,5,602,5,999,0,"nonexistent","no"
"17074",51,"married",0,1,"unknown","no","cellular",1,5,190,2,999,0,"nonexistent","no"
"17075",27,"single",1,0,"no","no","cellular",1,5,616,5,999,0,"nonexistent","yes"
"17076",42,"single",1,1,"no","no","cellular",1,5,295,1,999,0,"nonexistent","no"
"17077",46,"married",2,1,"no","no","cellular",1,5,359,1,999,0,"nonexistent","no"
"17078",46,"married",2,1,"no","no","cellular",1,5,153,2,999,0,"nonexistent","no"
"17079",47,"married",0,0,"unknown","no","cellular",1,5,110,1,999,0,"nonexistent","no"
"17080",27,"single",1,1,"no","no","cellular",1,5,198,1,999,0,"nonexistent","no"
"17081",53,"married",2,1,"no","yes","cellular",1,5,136,5,999,0,"nonexistent","no"
"17082",55,"married",NA,1,"no","no","cellular",1,5,173,8,999,0,"nonexistent","no"
"17083",38,"divorced",1,0,"no","no","cellular",1,5,294,1,999,0,"nonexistent","no"
"17084",27,"single",1,1,"no","yes","cellular",1,5,784,1,999,0,"nonexistent","yes"
"17085",40,"married",2,1,"no","yes","cellular",1,5,310,1,999,0,"nonexistent","no"
"17086",42,"single",0,0,"no","yes","cellular",1,5,107,4,999,0,"nonexistent","no"
"17087",31,"married",2,1,"no","yes","cellular",1,5,298,1,999,0,"nonexistent","no"
"17088",43,"single",1,1,"no","yes","cellular",1,5,110,1,999,0,"nonexistent","no"
"17089",34,"single",NA,0,"no","no","cellular",1,5,1000,1,999,0,"nonexistent","yes"
"17090",39,"single",1,1,"no","yes","cellular",1,5,361,1,999,0,"nonexistent","no"
"17091",50,"married",2,2,"no","yes","cellular",1,5,695,1,999,0,"nonexistent","yes"
"17092",52,"single",NA,0,"unknown","no","cellular",1,5,137,11,999,0,"nonexistent","no"
"17093",43,"single",1,1,"no","yes","cellular",1,5,335,1,999,0,"nonexistent","no"
"17094",44,"married",NA,1,"no","no","cellular",1,5,735,1,999,0,"nonexistent","yes"
"17095",28,"single",0,0,"no","no","cellular",1,5,75,1,999,0,"nonexistent","no"
"17096",55,"married",1,2,"no","yes","cellular",1,5,57,5,999,0,"nonexistent","no"
"17097",28,"single",0,0,"no","no","cellular",1,5,159,1,999,0,"nonexistent","no"
"17098",39,"single",1,1,"no","yes","cellular",1,5,337,1,999,0,"nonexistent","no"
"17099",50,"married",2,1,"no","no","cellular",1,5,337,2,999,0,"nonexistent","no"
"17100",28,"single",0,0,"no","yes","cellular",1,5,267,1,999,0,"nonexistent","no"
"17101",28,"single",0,0,"no","no","cellular",1,5,803,1,999,0,"nonexistent","no"
"17102",45,"married",2,1,"no","yes","cellular",1,5,115,1,999,0,"nonexistent","no"
"17103",56,"married",0,0,"unknown","no","cellular",1,5,282,2,999,0,"nonexistent","no"
"17104",32,"married",2,0,"no","yes","telephone",1,5,168,1,999,0,"nonexistent","no"
"17105",44,"married",NA,0,"unknown","no","cellular",1,5,18,2,999,0,"nonexistent","no"
"17106",48,"married",2,1,"no","no","cellular",1,5,54,1,999,0,"nonexistent","no"
"17107",38,"single",NA,1,"no","yes","cellular",1,5,172,1,999,0,"nonexistent","no"
"17108",32,"married",2,0,"no","no","cellular",1,5,256,1,999,0,"nonexistent","no"
"17109",25,"single",1,1,"no","no","cellular",1,5,112,2,999,0,"nonexistent","no"
"17110",36,"single",1,0,"no","yes","cellular",1,5,862,1,999,0,"nonexistent","yes"
"17111",45,"divorced",NA,1,"unknown","no","cellular",1,5,134,1,999,0,"nonexistent","no"
"17112",52,"married",1,1,"no","no","cellular",1,5,324,1,999,0,"nonexistent","no"
"17113",44,"married",0,0,"no","yes","cellular",1,5,65,5,999,0,"nonexistent","no"
"17114",40,"single",2,1,"no","yes","cellular",1,5,250,1,999,0,"nonexistent","no"
"17115",40,"single",2,1,"no","yes","cellular",1,5,198,1,999,0,"nonexistent","no"
"17116",40,"single",2,1,"no","no","telephone",1,5,241,1,999,0,"nonexistent","no"
"17117",60,"married",1,2,"unknown","yes","cellular",1,5,79,2,999,0,"nonexistent","no"
"17118",42,"single",0,0,"no","yes","cellular",1,5,112,2,999,0,"nonexistent","no"
"17119",56,"married",NA,1,"unknown","yes","cellular",1,5,86,4,999,0,"nonexistent","no"
"17120",50,"married",2,1,"no","yes","cellular",1,5,127,1,999,0,"nonexistent","no"
"17121",48,"divorced",2,1,"unknown","yes","cellular",1,5,246,2,999,0,"nonexistent","no"
"17122",51,"married",0,2,"unknown","yes","cellular",1,5,50,1,999,0,"nonexistent","no"
"17123",43,"single",1,1,"no","yes","cellular",1,5,71,2,999,0,"nonexistent","no"
"17124",35,"single",0,0,"no","no","cellular",1,5,61,2,999,0,"nonexistent","no"
"17125",39,"married",0,1,"no","yes","cellular",1,5,40,1,999,0,"nonexistent","no"
"17126",53,"married",1,2,"no","no","cellular",1,5,720,2,999,0,"nonexistent","no"
"17127",40,"married",2,1,"no","no","cellular",1,5,175,1,999,0,"nonexistent","no"
"17128",40,"married",2,1,"no","no","cellular",1,5,234,1,999,0,"nonexistent","no"
"17129",27,"married",2,1,"no","yes","cellular",1,5,226,1,999,0,"nonexistent","no"
"17130",27,"married",2,1,"no","unknown","cellular",1,5,352,1,999,0,"nonexistent","no"
"17131",52,"married",NA,0,"unknown","no","cellular",1,5,227,1,999,0,"nonexistent","no"
"17132",39,"married",1,1,"no","yes","cellular",1,5,214,1,999,0,"nonexistent","no"
"17133",56,"married",0,1,"unknown","no","cellular",1,5,571,1,999,0,"nonexistent","no"
"17134",32,"married",0,0,"no","no","telephone",1,5,110,1,999,0,"nonexistent","no"
"17135",29,"single",2,0,"no","no","cellular",1,5,246,1,999,0,"nonexistent","no"
"17136",51,"divorced",2,1,"no","no","cellular",1,5,63,1,999,0,"nonexistent","no"
"17137",56,"married",0,0,"unknown","yes","cellular",1,5,113,3,999,0,"nonexistent","no"
"17138",38,"married",2,1,"no","no","cellular",1,5,188,5,999,0,"nonexistent","no"
"17139",34,"married",2,1,"no","yes","cellular",1,5,133,2,999,0,"nonexistent","no"
"17140",42,"single",2,1,"no","yes","cellular",1,5,98,1,999,0,"nonexistent","no"
"17141",47,"married",0,0,"unknown","no","cellular",1,5,51,1,999,0,"nonexistent","no"
"17142",33,"married",0,0,"no","no","telephone",1,5,286,2,999,0,"nonexistent","no"
"17143",27,"single",NA,1,"no","yes","cellular",1,5,238,1,999,0,"nonexistent","no"
"17144",45,"married",2,1,"no","no","cellular",1,5,49,1,999,0,"nonexistent","no"
"17145",35,"married",2,1,"no","no","cellular",1,5,102,2,999,0,"nonexistent","no"
"17146",48,"single",1,1,"no","no","cellular",1,5,18,7,999,0,"nonexistent","no"
"17147",52,"married",1,1,"no","no","cellular",1,5,795,1,999,0,"nonexistent","no"
"17148",46,"divorced",2,1,"unknown","yes","telephone",1,5,1946,4,999,0,"nonexistent","yes"
"17149",56,"married",0,0,"unknown","yes","cellular",1,5,560,1,999,0,"nonexistent","no"
"17150",45,"married",1,1,"no","yes","cellular",1,5,172,2,999,0,"nonexistent","no"
"17151",57,"married",0,0,"unknown","no","cellular",1,5,77,1,999,0,"nonexistent","no"
"17152",50,"married",2,1,"no","no","cellular",1,5,99,1,999,0,"nonexistent","no"
"17153",57,"married",0,0,"unknown","yes","cellular",1,5,153,1,999,0,"nonexistent","no"
"17154",60,"married",1,2,"unknown","yes","telephone",1,5,297,2,999,0,"nonexistent","no"
"17155",60,"married",0,2,"unknown","no","cellular",1,5,135,1,999,0,"nonexistent","no"
"17156",60,"married",0,2,"unknown","no","cellular",1,5,95,1,999,0,"nonexistent","no"
"17157",57,"married",0,0,"unknown","yes","telephone",1,5,182,1,999,0,"nonexistent","no"
"17158",31,"single",1,1,"no","no","cellular",1,5,168,2,999,0,"nonexistent","no"
"17159",51,"divorced",NA,1,"unknown","yes","cellular",1,5,102,1,999,0,"nonexistent","no"
"17160",51,"married",0,0,"no","no","cellular",1,5,46,1,999,0,"nonexistent","no"
"17161",45,"married",2,1,"no","no","cellular",1,5,1106,1,999,0,"nonexistent","no"
"17162",49,"divorced",1,1,"no","yes","cellular",1,5,81,2,999,0,"nonexistent","no"
"17163",59,"married",NA,0,"no","no","cellular",1,5,124,2,999,0,"nonexistent","no"
"17164",56,"married",0,0,"unknown","no","cellular",1,5,236,8,999,0,"nonexistent","no"
"17165",43,"married",1,0,"no","yes","cellular",1,5,132,5,999,0,"nonexistent","no"
"17166",31,"married",2,1,"no","yes","cellular",1,5,94,2,999,0,"nonexistent","no"
"17167",54,"married",1,2,"unknown","no","cellular",1,5,203,1,999,0,"nonexistent","no"
"17168",28,"single",0,0,"no","no","cellular",1,5,184,2,999,0,"nonexistent","no"
"17169",50,"married",2,1,"no","no","cellular",1,5,146,1,999,0,"nonexistent","no"
"17170",57,"single",0,2,"no","no","telephone",1,5,102,4,999,0,"nonexistent","no"
"17171",39,"married",1,1,"no","no","cellular",1,5,184,2,999,0,"nonexistent","no"
"17172",50,"married",2,1,"no","yes","cellular",1,5,367,1,999,0,"nonexistent","no"
"17173",47,"married",0,1,"no","yes","cellular",1,5,426,1,999,0,"nonexistent","no"
"17174",45,"divorced",1,1,"no","yes","cellular",1,5,800,2,999,0,"nonexistent","no"
"17175",58,"married",2,2,"no","yes","cellular",1,5,96,2,999,0,"nonexistent","no"
"17176",46,"divorced",2,1,"no","no","cellular",1,5,165,3,999,0,"nonexistent","no"
"17177",55,"married",0,0,"no","no","cellular",1,5,357,1,999,0,"nonexistent","no"
"17178",41,"married",0,1,"no","yes","cellular",1,5,177,2,999,0,"nonexistent","no"
"17179",53,"married",2,1,"unknown","no","cellular",1,5,69,1,999,0,"nonexistent","no"
"17180",54,"married",2,2,"no","yes","cellular",1,5,72,1,999,0,"nonexistent","no"
"17181",53,"married",2,1,"unknown","no","cellular",1,5,209,1,999,0,"nonexistent","no"
"17182",59,"divorced",0,2,"unknown","yes","telephone",1,5,362,8,999,0,"nonexistent","yes"
"17183",40,"married",0,0,"unknown","no","cellular",1,5,49,1,999,0,"nonexistent","no"
"17184",51,"married",0,0,"unknown","yes","cellular",1,5,135,2,999,0,"nonexistent","no"
"17185",28,"single",0,0,"no","yes","cellular",1,5,132,5,999,0,"nonexistent","no"
"17186",56,"married",NA,1,"unknown","yes","cellular",1,5,177,1,999,0,"nonexistent","no"
"17187",27,"married",2,1,"no","no","cellular",1,5,67,5,999,0,"nonexistent","no"
"17188",49,"married",1,1,"no","no","cellular",1,5,204,1,999,0,"nonexistent","no"
"17189",57,"single",NA,1,"no","yes","cellular",1,5,153,2,999,0,"nonexistent","no"
"17190",51,"married",1,0,"unknown","yes","cellular",1,5,239,5,999,0,"nonexistent","no"
"17191",38,"single",NA,1,"no","no","cellular",1,5,337,2,999,0,"nonexistent","no"
"17192",54,"married",2,1,"no","yes","telephone",1,5,149,1,999,0,"nonexistent","no"
"17193",51,"married",0,0,"unknown","yes","cellular",1,5,97,1,999,0,"nonexistent","no"
"17194",41,"married",0,1,"unknown","yes","cellular",1,5,471,2,999,0,"nonexistent","no"
"17195",48,"single",1,1,"no","yes","telephone",1,5,214,2,999,0,"nonexistent","no"
"17196",54,"married",2,1,"no","no","cellular",1,5,796,1,999,0,"nonexistent","no"
"17197",58,"married",2,2,"no","yes","cellular",1,5,51,4,999,0,"nonexistent","no"
"17198",55,"married",0,1,"no","yes","telephone",1,5,106,3,999,0,"nonexistent","no"
"17199",52,"married",0,0,"unknown","yes","cellular",1,5,211,2,999,0,"nonexistent","no"
"17200",42,"married",1,1,"no","yes","cellular",1,5,311,6,999,0,"nonexistent","no"
"17201",34,"married",2,1,"no","yes","cellular",1,5,483,3,999,0,"nonexistent","no"
"17202",58,"married",2,2,"no","yes","cellular",1,5,605,1,999,0,"nonexistent","no"
"17203",50,"married",0,0,"unknown","yes","cellular",1,5,110,1,999,0,"nonexistent","no"
"17204",48,"married",0,0,"unknown","no","cellular",1,5,276,1,999,0,"nonexistent","no"
"17205",53,"married",2,1,"no","no","telephone",1,5,120,1,999,0,"nonexistent","no"
"17206",54,"married",2,2,"no","no","cellular",1,5,39,3,999,0,"nonexistent","no"
"17207",39,"married",2,1,"no","yes","cellular",1,5,127,1,999,0,"nonexistent","no"
"17208",52,"married",0,0,"unknown","no","cellular",1,5,80,1,999,0,"nonexistent","no"
"17209",59,"divorced",2,2,"no","no","telephone",1,5,87,1,999,0,"nonexistent","no"
"17210",28,"single",0,0,"no","no","cellular",1,5,66,2,999,0,"nonexistent","no"
"17211",42,"single",1,1,"no","no","cellular",1,5,163,1,999,0,"nonexistent","no"
"17212",54,"married",1,2,"unknown","yes","cellular",1,5,83,2,999,0,"nonexistent","no"
"17213",51,"divorced",NA,1,"unknown","no","telephone",1,5,511,1,999,0,"nonexistent","no"
"17214",28,"single",NA,1,"no","yes","cellular",1,5,184,1,999,0,"nonexistent","no"
"17215",35,"single",0,0,"no","no","cellular",1,5,102,5,999,0,"nonexistent","no"
"17216",28,"single",0,0,"no","no","cellular",1,5,53,5,999,0,"nonexistent","no"
"17217",39,"married",2,1,"no","no","cellular",1,5,743,13,999,0,"nonexistent","yes"
"17218",55,"married",0,2,"unknown","yes","cellular",1,5,129,3,999,0,"nonexistent","no"
"17219",55,"married",0,2,"unknown","yes","cellular",1,5,258,1,999,0,"nonexistent","no"
"17220",52,"married",0,0,"unknown","yes","cellular",1,5,2015,1,999,0,"nonexistent","yes"
"17221",56,"married",2,1,"unknown","no","cellular",1,5,98,1,999,0,"nonexistent","no"
"17222",48,"divorced",2,1,"no","no","telephone",1,5,657,2,999,0,"nonexistent","no"
"17223",53,"married",2,1,"no","yes","telephone",1,5,199,1,999,0,"nonexistent","no"
"17224",54,"married",0,0,"no","no","cellular",1,5,261,3,999,0,"nonexistent","no"
"17225",26,"married",1,0,"no","yes","cellular",1,5,442,12,999,0,"nonexistent","no"
"17226",60,"married",2,1,"no","no","cellular",1,5,241,2,999,0,"nonexistent","no"
"17227",49,"married",2,1,"unknown","yes","cellular",1,5,152,1,999,0,"nonexistent","no"
"17228",32,"single",1,1,"no","yes","cellular",1,5,147,2,999,0,"nonexistent","no"
"17229",55,"married",1,2,"no","yes","cellular",1,5,730,1,999,0,"nonexistent","no"
"17230",52,"married",0,0,"unknown","yes","cellular",1,5,36,1,999,0,"nonexistent","no"
"17231",30,"married",1,1,"no","no","cellular",1,5,1161,26,999,0,"nonexistent","no"
"17232",58,"married",0,1,"no","no","cellular",1,5,90,7,999,0,"nonexistent","no"
"17233",50,"married",2,1,"no","no","cellular",1,5,95,1,999,0,"nonexistent","no"
"17234",38,"married",1,0,"no","no","cellular",1,5,102,2,999,0,"nonexistent","no"
"17235",56,"married",2,1,"no","yes","cellular",1,5,374,2,999,0,"nonexistent","no"
"17236",36,"married",1,0,"no","no","cellular",1,5,468,4,999,0,"nonexistent","no"
"17237",51,"married",0,1,"unknown","no","cellular",1,5,141,3,999,0,"nonexistent","no"
"17238",32,"divorced",2,1,"no","no","cellular",1,5,155,4,999,0,"nonexistent","no"
"17239",50,"married",0,0,"unknown","unknown","cellular",1,5,356,9,999,0,"nonexistent","no"
"17240",46,"divorced",2,1,"no","no","cellular",1,5,147,2,999,0,"nonexistent","no"
"17241",45,"married",0,1,"no","no","cellular",1,5,268,2,999,0,"nonexistent","no"
"17242",47,"married",2,1,"no","no","cellular",1,5,84,3,999,0,"nonexistent","no"
"17243",41,"married",0,1,"unknown","no","telephone",1,5,259,2,999,0,"nonexistent","no"
"17244",57,"divorced",1,1,"no","unknown","cellular",1,5,360,13,999,0,"nonexistent","no"
"17245",55,"married",2,2,"no","yes","cellular",1,5,1031,8,999,0,"nonexistent","yes"
"17246",46,"married",2,1,"no","unknown","cellular",1,5,1368,2,999,0,"nonexistent","no"
"17247",51,"married",1,0,"unknown","yes","cellular",1,5,507,1,999,0,"nonexistent","no"
"17248",42,"married",2,1,"unknown","no","cellular",1,5,148,1,999,0,"nonexistent","no"
"17249",27,"single",NA,1,"no","yes","cellular",1,5,266,6,999,0,"nonexistent","no"
"17250",36,"single",NA,NA,"no","no","cellular",1,5,295,2,999,0,"nonexistent","no"
"17251",58,"married",1,0,"no","no","cellular",1,5,134,1,999,0,"nonexistent","no"
"17252",33,"single",1,1,"no","yes","cellular",1,5,270,1,999,0,"nonexistent","no"
"17253",33,"married",1,0,"no","yes","cellular",1,5,396,1,999,0,"nonexistent","no"
"17254",28,"single",1,0,"no","yes","cellular",1,5,273,1,999,0,"nonexistent","no"
"17255",58,"married",1,0,"no","yes","cellular",1,5,72,30,999,0,"nonexistent","no"
"17256",42,"single",0,0,"no","unknown","telephone",1,5,385,1,999,0,"nonexistent","no"
"17257",52,"divorced",1,1,"no","no","cellular",1,5,87,5,999,0,"nonexistent","no"
"17258",43,"married",2,1,"no","no","cellular",1,5,161,7,999,0,"nonexistent","no"
"17259",51,"married",0,1,"unknown","yes","cellular",1,5,92,15,999,0,"nonexistent","no"
"17260",53,"married",2,2,"no","no","cellular",1,5,124,2,999,0,"nonexistent","no"
"17261",39,"married",2,1,"no","no","cellular",1,5,356,3,999,0,"nonexistent","no"
"17262",49,"married",2,1,"unknown","no","cellular",1,5,394,2,999,0,"nonexistent","no"
"17263",51,"married",2,1,"no","no","cellular",1,5,293,4,999,0,"nonexistent","no"
"17264",48,"single",1,1,"no","no","cellular",1,5,135,2,999,0,"nonexistent","no"
"17265",60,"married",1,1,"no","no","cellular",1,5,590,8,999,0,"nonexistent","yes"
"17266",28,"married",1,0,"no","no","cellular",1,5,200,3,999,0,"nonexistent","no"
"17267",46,"single",NA,2,"no","yes","cellular",1,5,587,5,999,0,"nonexistent","no"
